id,company_name,developer_role,date,title,content,upvote,downvote,comment_count,vibe
2296,Mysoftheaven BD Ltd.,,"October 10, 2025",Beware of Misleading Internship Promises,"I want to share an experience that might help others be more cautious when applying for internships.
Recently, they invited several candidates (including myself) for a short IT Support Executive (internship) training program. After two days of sessions, we were told that a presentation round would determine who gets selected as interns. However, right before the presentation, they informed us that it was postponed due to an “emergency issue” and that we’d be notified later. It’s now been over two weeks, and despite multiple attempts to contact them, calls go unanswered except when someone tries from a new number. Once they realize it’s a candidate calling, the call is immediately disconnected. Many of us invested time, effort, and travel expenses in good faith, expecting a fair process and communication. If a company decides not to proceed with an internship program, that’s understandable but transparency and respect for candidates’ time should always come first. I’m sharing this not out of anger, but to raise awareness. Hope other organizations realize that professional integrity begins with clear communication and try to avoid that company if you are seeking internships, it's a waste of both money and time.",0,0,0,Negative
2297,Mysoftheaven BD Ltd.,,"August 27, 2025","👉 চাকরির বাজারে কিছু সত্য কথা, যা বলা জরুরি যখন আপনি জব ছাড়ছেনঃ","👉
চাকরির
বাজারে
কিছু
সত্য
কথা
,
যা
বলা
জরুরি
যখন
আপনি
জব
ছাড়ছেনঃ
আমি
আমার
ক্যারিয়ারের
শুরুতে
বিভিন্ন
কোম্পানিতে
কাজ
করেছি।
তবে
অভিজ্ঞতা
সবসময়
মধুর
হয়নি।
অনেক
অফিস
আমাকে
জাকজমক
ভাবে
ফেয়ারওয়েল
দিয়েছে।
আর
অনেকেই
তো
নিচে
পড়লে
বুঝবেন
বাকিটা।
তারা
আমাকে
খুব
ভালোভালেই
ট্রিট
করেছে
,
যতদিন
অফিসে
কর্মী
হিসেবে
ছিলাম
এন্ড
যেই
না
জব
ছেড়েছি
তখনি
তাদের
আসল
চেহেরা
প্রকাশ
পেয়েছে।
আজকে
হঠাৎ
মনে
হল
কিছু
লিখা
দরকার
,
নাহলে
অন্যায়
হয়ে
যাবে
নতুন
দের
প্রতি
,
তাই
লিখা।
নাম
সহ
প্রকাশ
করে
দিলাম।
তবে
সত্য
হল
আমার
কলিগরা
কিন্তু
সবাই
ভালো
ছিল
,
তাদের
সবার
সাথে
আমার
এখনও
কথা
হয়।
অনেকেই
আমার
সাথে
কানেক্ট
আছে
এখানে।
যত
প্রব্লেম
মালিক
পক্ষের
মাঝে।
🔴
Mys0ft He@ven (BD) Ltd.
আমি
সেখানে
প্রায়
১
বছর
এর
বেশি
সময়
কাজ
করি
এবং
Senior Business Analyst
ছিলাম।
টিম
লিড
হিসেবে
যথেষ্ট
ভালোভাবে
কাজ
করতেছিলাম।
ব্যক্তিগত
কারণে
২০২৪
সালে
চাকরি
ছাড়ার
পরও
টিমের
প্রতি
দায়বদ্ধতা
থেকে
আমি
প্রায়
২
মাস
রিমোট
সার্ভিস
দিয়েছিলাম।
কিন্তু
দুঃখজনক
ভাবে
,
আমার
শেষ
মাসের
বেতন
আজও
তারা
দেয়নি
(
যেই
২
মাস
রিমোট
সার্ভিস
দিয়েছি
ওটা
তো
বাদ
)
।
২০২৪
এর
রমজান
মাস
ছিল
,
আর
রোজা
রেখে
অফিস
করা
—
আপনারা
যারা
কর্পোরেট
জব
করেন
ভালোই
জানেন।
সেই
মাসের
সেলারি
দেয়
নাই।
তাদের
দেওয়া
মোবাইল
ও
ছিল
আমার
কাছে
,
কিন্তু
আমি
২
মাস
পর
তা
ফেরত
দেই
অফিসে
ভালোভাবে
,
যাতে
আমার
গায়ে
এতটুকু
পরিমান
দাগ
না
লাগে।
আলহামদুলিল্লাহ
তারা
আমার
কাজ
নিয়ে
হ্যাপি
ছিল
,
কোন
অভিযোগ
ছিল
না।
তারা
আমাকে
বিশ্বাস
করে
সব
ছেড়ে
দিয়েছিল
,
এন্ড
আমি
তা
খুব
ভালোভাবেই
সততার
সহিত
পালন
করেছি
আলহামদুলিল্লাহ।
আমি
দায়িত্তের
সহিত
কাজ
করছি।
এর
পর
ও
তাদের
স্বভাব
বদলায়নি
আর
বদলাবে
ও
না।
পুরুষকার
স্বরূপ
শেষ
মাসের
সেলারি
না
দেওয়া।
🔴
S0ft BD Ltd.
২০২৩
সালে
পারিবারিক
কারণে
এই
কোম্পানি
ছেড়ে
দিই।
নোটিস
পিরিয়ড
দিয়েছিলাম
,
পুরো
মাস
অফিস
করেছি
,
কিন্তু
তারা
আমাকে
আমার
শেষ
সেলারি
,
প্রভিডেন্ট
ফান্ড
(PF),
এমনকি
ঈদ
বোনাসও
দেয়নি।
একটা
কোম্পানি
কে
আপনি
নোটিশ
পিরিয়ড
দিলেন
এন্ড
আপনি
অফিস
করলেন
ফুল
মাস
কিন্তু
তারা
আপনাকে
আপনার
পাওনা
টাকা
থেকে
বঞ্ছিত
করলো।
ভাবেন
একবার
তাদের
কালচার
কেমন।
এটাই
তাদের
কালচার।
কর্মীদের
পরিশ্রমকে
মূল্যায়ন
না
করে
,
প্রাপ্য
পাওনা
আটকে
রাখা
—
এ
যেন
অভ্যাসে
পরিণত
হয়েছে।
⚠
️
আমি
চাই
নতুন
যারা
এই
ধরনের
কোম্পানিতে
যোগ
দেওয়ার
কথা
ভাবছেন
,
তারা
যেন
একবার
ভেবে
নেন।
কারণ
এই
প্রতিষ্ঠানগুলো
আপনাকে
সম্মান
না
দিয়ে
,
আপনার
প্রাপ্যটুকু
পর্যন্ত
কেড়ে
নিতে
পারে।
🌍
আলহামদুলিল্লাহ
,
আজ
আমি
আল্লাহর
রহমতে
দেশের
বাইরে
একটি
MNC
তে
CTO
হিসেবে
কাজ
করছি।
ভালো
আছি
,
অনেক
ভালো
আছি।
কিন্তু
আমি
চাই
না
ভবিষ্যতের
ট্যালেন্টরা
এই
একই
অভিজ্ঞতার
শিকার
হোক।
Message to Employers:
👉
Respect your employees.
তারা
কোম্পানির
জন্য
তাদের
পরিশ্রম
,
সময়
ও
জীবন
দিচ্ছে।
তাদের
প্রাপ্য
পাওনা
না
দেওয়া
মানে
শুধু
অন্যায়
নয়
,
এটা
হারামও।
আমিতো
রেখে
দিয়েছি
পরবর্তী
জিবনের
জন্য
পাওনা
হিসেবে।
এই
জীবনে
না
পেলেও
ছোট
একটা
জীবন
পার
হয়ে
যাবে
কোনো
না
কোন
ভাবে।
কিন্তু
তাদের
কি
হবে
সেই
সময়
?
তাও
মাঝে
মাঝে
ভাবি।",7,0,0,Negative
2301,Nitex,,"June 10, 2025","Life at N!tex: অভিজ্ঞতা, বাস্তবতা ও কিছু খোলা কথা","নিচে কিছু স্পষ্ট পর্যবেক্ষণ তুলে ধরছি, যেগুলো হয়তো ভবিষ্যতে প্রতিষ্ঠানটির উন্নয়নে সহায়ক হতে পারে।
যা ভালো লেগেছে:
স্যালারি স্ট্রাকচার নিঃসন্দেহে ভালো এবং সময়মতো বেতন দেওয়া হয়।
খাবারও বেশ মানসম্মত, বিশেষ করে শুক্রবারের মেনু। তবে রান্নাঘরের কর্মীদের আচরণ দেখে সেই খাবার খাওয়ার আগ্রহ অনেক সময় নষ্ট হয়ে যায়।
যা ভালো লাগেনি:
টেক টিম কেন আছে, বা আদৌ দরকার আছে কিনা – মনে হয় ম্যানেজমেন্ট নিজেরাই জানে না। টেকনোলজি বাদ দিলে কোম্পানির ব্যবসায় কোনও উল্লেখযোগ্য ক্ষতি হবে না – এমনটাই বাস্তবতা।
প্রোডাক্ট ম্যানেজমেন্ট একেবারেই দুর্বল। একটি নির্দিষ্ট প্রোডাক্ট ম্যানেজার (নাম বলছি না) নিপোটিজমের স্পষ্ট উদাহরণ। অন্য কোনো প্রোডাক্ট-ড্রিভেন কোম্পানিতে কাজ করার যোগ্যতা তার নেই – নিজেই জানেন না কী তৈরি করছেন আর কেন।
অন্যান্য ডিপার্টমেন্টের অনেক কর্মীর আচরণ অপ্রত্যাশিতভাবে খারাপ।
অফিসে গেলেই মনে হয় “ডন সামদানি” টাইপ কোনো প্রোগ্রামে এসেছি – সবই যেন এক ধরনের সাজানো মঞ্চ।
সপ্তাহে ৬ দিন কাজ করেই ক্ষান্ত নয়, উপরন্তু ২৪ ঘণ্টা অফিসের জন্য রেডি থাকার প্রত্যাশা। কাজের চাপ দেওয়া হয় অথচ সেই চাপের পেছনে কোনও সুস্পষ্ট কারণ বা ডেলিভারি টাইমলাইন নেই। ছুটির আবেদনের মানে যেন অপরাধ – ছুটি মানেই আপনাকে ‘হেল’-এ পাঠানো নিশ্চিত।
অ্যাডমিন প্যানেল যেটা ইউজ করা হয়, সেটা ইন্টার্নালি ডেভেলপ করা – অথচ ওটা চালানোর জন্য টেক টিমে আলাদা ২-৩ জন রাখা হয়েছে!
CTO একজন প্রতিভাবান মানুষ, কিন্তু CEO তাকে যেভাবে প্রভাবিত করেন সেটা সত্যিই হতাশাজনক। এই বিষয়টা অনেকেই অনুভব করেন। CEO’র ভূমিকা মূলত কয়েকজন কর্মী নিয়ে বিদেশ ঘোরা এবং মাঝেমধ্যে সোলায়মান সুকনের মতো বক্তৃতা দেওয়া।
AI নিয়ে কোম্পানিতে অনেক ‘হাইপ’ থাকলেও, বাস্তবে কাজ করা হয় ২০ বছর আগের আইডিয়া নিয়ে।
টিমে যত মানুষ চলে যায়, সেটা নিয়ে উল্টো গর্ববোধ করা হয়।
টেক দলে কারও ব্যক্তিগত দক্ষতা বা ক্যারিয়ার গ্রোথের কোনও জায়গা নেই। বরং যারা অযোগ্য, তাদেরই উন্নতি হয়। যারা এখান থেকে ক্যারিয়ার শুরু করে, অনেকেই বের হতে পারে না – যদিও অনেকেই ব্যক্তিগতভাবে ভালো মানুষ।
মূল ফর্মুলা: যত বেশি তেল দিতে পারবেন, তত বেশি আপনার মূল্যায়ন হবে। এখানে quantity over quality।
নিটেক্সের জন্য কিছু পরামর্শ:
প্রকৃত প্রোডাক্ট-ড্রিভেন টেক ট্যালেন্ট হায়ার করুন। তার জন্য হয়তো কিছুটা ছাড় দিতে হতে পারে, যা করা উচিত।
একটি প্রতিষ্ঠানের সবচেয়ে বড় সম্পদ তার মানুষ – ভালোদের হারালে এক সময় পতন অবশ্যম্ভাবী।
যদি সত্যিই টেকনোলজি নিয়ে কাজ করতে চান, তাহলে গভীরভাবে প্রবেশ করুন। গার্মেন্টস একটি বিশাল বাজার, অনেক বড় সমস্যা এখানে বিদ্যমান। কেবল ইন্টারনাল মানুষদের খুশি রাখতে গিয়ে প্রোডাক্ট বানিয়ে কোনও লাভ নেই।",7,1,0,Negative
2302,Nitex,,"May 28, 2025","Garments company, not for tech people","No yearly leave policy and do not allow all gov holidays.
One weekend day.
Fake Commitment by HR.
No increment policy.
Always create unnecessary pressure. No 9-to-5, always push to work after office hours.
Work-life balance is a joke.
Different rules for local and overseas employees.",2,0,0,Negative
2303,Nitex,,"May 02, 2026","Too Much Pressure, too little appreciation","The vibe from people in other departments isn't great, lots of attitude for no real reason.
Work-life balance is basically a joke here — six days a week, and they still expect you to be reachable at all hours. Want a day off? Prepare for the guilt trip of your life.
That said, the AI side of things is genuinely interesting and if you're someone who wants to grow fast and stay on the cutting edge, you'll find that here. Just know that the only people really worth your time are
@brar bhai
and
Re2a bhai
— though Re2a bhai is pretty set in his own ways and doesn't really take input from others.
So here's the honest take — if you've got a decent, stable job right now, just stay there. Security here is non-existent. But if you're young, hungry, and fine with a little chaos, it might be worth the ride.",0,0,0,Mixed
2307,Orbitax Bangladesh Limited,,"June 17, 2025",International standard er benefits but salary structure could be better,"3-4 meals a day
Unlimited snacks, caffeine
Frequent parties & celebration
Biggest clients around the globe
International trip (employee only, family's cost is not covered)
Local trip (family included)
Only negative part is, the amount of profit they make, payment could be easily the best in the country if management wanted. Its not bad, but it could be better.",0,8,5,Positive
2308,Orbitax Bangladesh Limited,,"May 08, 2025",Best place to work if you're a NEET with zero talent,"Pros
Unlimited caffeine and food.
Sports room and a Play room with a PS5, perfect for decompressing after a hard day of eating, shitting, and editing JSON files.
Colleagues are (
mostly
) friendly.
Engineering? Optional. Most of the work involves tweaking JSONs until something “just works.” If you’re terrified of never making it in tech, getting in here is like securing permanent employment for life.
There’s this curious pattern where ex-employees leave, suddenly turn into brilliant engineers, and start making
serious
money elsewhere. Orbitax doesn’t exactly nurture talent; it just injects enough frustration to push people to go above and beyond, level up, and escape this charming little utopia.
Multiple annual trips, both local
and
international (only poor SEA countries). This serves as an effective distraction from the creeping realization that you're slowly settling into a life of overwork and quiet mediocrity.
Cons
Pay.
Depending on your team lead, you may need to do some light
glazing
(details redacted).
The codebase was designed by someone read Uncle Bob once and couldn't find a better outlet to unleash his newfound passion for over-engineering. Want to add a simple button? Sorry, you’ll need to navigate the Core™ library, a radioactive wasteland of Lovecraftian horror. (
Pro Tip:
Aim to position yourself in the golden mean within the company. Not bad enough to get blamed for everything, but not good enough to be trusted with touching this monstrosity of an abstraction layer).
Weekend work does happen occasionally (but they let you sleep it off later with a compensatory day off).",5,0,0,Positive
2309,Orbitax Bangladesh Limited,,"May 13, 2025",জি হুজুর,"হুজুর আর পীর একই।
এক পীর ব্রাক এ, আরেক হুজুর Orb!ta>< এ।
হুজুর সিনিয়রদের বেশিদিন রাখতে চান না, কারণ হুজুর তার সাথে আর্গু পছন্দ করেন না আবার যারা তাদের আত্মসম্মান রাখতে ইচ্ছুক না, তারা থাকতে পারেন যতই আপনাকে অপমান করুক, কারণ আপনিও জানেন আপনি অরবিটাক্স কোর লাইব্রেরি ।
জয়তু হুজুর
জয়তু পীর",4,0,0,Negative
2313,Ostad,,"November 12, 2025","প্রফেশনাল কোর্স, অপেশাদার ম্যানেজমেন্ট","কনটেন্টে প্রফেশনাল, কিন্তু কো-অর্ডিনেটর আর সাপোর্টে একদমই না। কোর্স ভালো হলেও ট্রিটমেন্ট ভয়ানক।
আমি
O$tad-এর UI/UX কোর্স
-এ ভর্তি হয়েছিলাম অনেক আশা নিয়ে। কিন্তু ওদের কন্সেপ্টই হচ্ছে, ভর্তি হলেই দায়িত্ব শেষ!
আর প্রতি ব্যাচ এ ওদের কিছু বট থাকে, তারা সব সময় O$tad এর হয়ে ওস্তাদগিরি করে।
O$tad যদি কিছু ভুল বলেন, তুমি হয়ে যাও “negative-minded student।” অর্থাৎ প্রশংসা করলে ভালো, প্রশ্ন করলে সমস্যা।
একজন কো-অর্ডিনেটর রাতে ফোন করে রাগারাগি, হুমকির মতো টোনে কথা বলেন! এটা কি শেখার প্ল্যাটফর্ম, নাকি পাওয়ার শো?
আমি সত্যি O$tad বিশ্বাস করতাম, কিন্তু বাস্তব অভিজ্ঞতায় সেই আস্থা ভেঙে গেছে। শিক্ষার্থীর সম্মান ও জবাবদিহি — এগুলো ওদের সিস্টেমে নেই।
O$tad কিছু শেখার চেয়ে বেশি সময় লাগে অপেশাদার আচরণ সহ্য করতে। যারা শেখার আগ্রহী, তারা এই অভিজ্ঞতা ডিজার্ভ করে না।
কোর্সের কনটেন্ট খারাপ না, কিন্তু শিক্ষার্থীর প্রতি আচরণ ভয়ানক। যেখানে সাপোর্ট নেই, সেখানে শেখাও অস্বস্তিকর হয়ে যায়।
O$tadর বিজ্ঞাপনে যেটা বলে, বাস্তবে তার অর্ধেকও পায়নি। শিক্ষার্থীদের সঙ্গে কমিউনিকেশনে কোনো কাঠামো নেই, আর সাপোর্ট সিস্টেম একদমই দুর্বল।
যখন তখন ক্লাস সিডিউল চেঞ্জ করে, কোন ধরনের নোটিশ ছাড়া, এটা কোন শিক্ষার পরিবেশ না।
মেন্টরদের কাজের চাপ থাকতে পারে, তাই বলে এত গুলা স্টুডেন্টরা বেকার কেউ না যে, যখন তখন ক্লাস সিডিউল চেঞ্জ করলে এটার সাথে এডাপ্ট করতে পারবে, নুন্যতম সম্মান দেয় না এরা।
যারা বেকার, বা টেকলাইনের আশে পাশেও নেই, তারা চাইলে একটা ট্রায়াল হিসেবে O$tad এ কোর্স করতে পারেন।
O$tad শেখার পরিবেশের বদলে মনে হলো আমরা শুধু ‘পেইং কাস্টমার’। কোনো সমস্যার কথা বললেই উপেক্ষা বা রূঢ় আচরণ। শিক্ষার্থীর প্রতি সম্মান নেই — শুধু বিজ্ঞাপন আর ভর্তি অফার।",2,3,0,Negative
2314,Ostad,,"August 19, 2025",Ost@d Scammy Courses Wasting Time & Money,"Ost@d Limited মূলত কোর্স বিক্রির প্ল্যাটফর্ম, কিন্তু বাস্তবে শিক্ষার্থীরা প্রায় কিছুই শিখতে পারে না। কোর্সের মান অত্যন্ত খারাপ, এবং যারা কোর্সে যোগ দেয় তাদের শেখার সুযোগ সীমিত। শিক্ষার্থীদের সামনে সব কিছু কেবল ঘুরেফিরে দেখানো হয়, কোনো ধারাবাহিক বা লজিক্যাল গাইডেন্স নেই। লাইভ ক্লাসের মান শূন্য, এবং মেন্টররা প্রশ্নের সঠিক উত্তর দিতে অক্ষম। বরং মাঝে মাঝে শিক্ষার্থীর সঙ্গে খারাপ আচরণ করে, যা পুরো অভিজ্ঞতাটিকে токсিক করে তোলে।
AI এজেন্ট ডেভেলপমেন্ট বা Flutter অ্যাপ ডেভেলপমেন্ট কোর্সগুলো বাস্তবে একদম অপ্রয়োজনীয়। মেন্টররা অভিজ্ঞ নয়, তাদের স্কিল সীমিত এবং শিক্ষার্থীদের সাহায্য করার ক্ষমতাও নেই। শিক্ষার্থীরা নিজে শেখার চেষ্টা করলে বিভ্রান্ত হয়। কোর্সগুলো শুধু সময় এবং টাকা নষ্ট করার জন্য।
কোর্সের কনটেন্ট প্রায় useless এবং শিক্ষার্থীদের স্বপ্ন, সময় এবং সম্ভাবনাকে নষ্ট করে। ম্যানেজমেন্ট শুধু টাকা আয়ের দিকে মনোযোগ দেয়, শিক্ষার্থীদের শেখা বা ক্যারিয়ার উন্নতির কোনো চেষ্টাই নেই। লাইভ ক্লাসের অভাব, মেন্টরের অক্ষমতা এবং অনুপযুক্ত আচরণের কারণে শিক্ষার্থীরা কোনো কার্যকর স্কিল অর্জন করতে পারে না।
এক কথায়, Ost@d Limited
শুধু প্রতারণা এবং সময়-টাকা নষ্টের জায়গা
। শিক্ষার্থীরা এখানে যোগ দিলে তাদের স্বপ্ন, শেখার সুযোগ, এবং ক্যারিয়ার পুরোপুরি ঝুঁকির মুখে পড়ে। এখানে যোগদান করা মানে সরাসরি নিজের সময়, টাকা এবং ভবিষ্যৎ নষ্ট করা।",6,4,1,Negative
2315,Ostad,,"October 24, 2025","নামেই ওস্তাদ, কাজে নয়","ওস্তাদ নামক এডটেক প্লাটফর্মটি বর্তমানে অনেক হাইপে রয়েছে। তাদের চটকদার বিজ্ঞাপন দেখে অনেকেই তাদের ক্যারিয়ারের দিশা খুঁজে পাওয়ার আশায় তাদের কোর্সে ভর্তি হয়, তাদের কোর্সের ক্লাস বা সাপোর্ট সিস্টেম নিয়ে কোনো সমস্যা নাই সমস্যা হইলো তাদের কন্টেন্টে। তাদের কোর্সে যারা ভর্তি হয় বেশীরভাগই বিগিনার, তারা বলে যে তারা কোর্সের মাধ্যমে হাতে ধরে কয়েকটা ইন্ড্রাস্টি স্ট্যান্ডার্ড প্রজেক্ট করাবে কিন্ত বাস্তবে সেখানে ঐভাবে কোনো প্রজেক্ট করানো হয়না জাস্ট থিওরি দেখানো হয়, উদাহরণ স্বরূপ তাদের একটা পপুলার কোর্স UI/UX এর কথা বলি, তারা বলছিলো প্রজেক্ট হ্যান্ডেলিং খুব ভালোভাবে শিখাবে কিন্ত বাস্তবে শুধু থিওরি দেখাইছে আর দুইটা বিহান্স টেমপ্লেট করাইছে, আর শেষের দিকের প্রজেক্ট রিলেটেড টপিকগুলা তাড়াহুড়া কইরা শেষ কইরা দিছে। ঐখান থেকে বের হইয়া যারা রিয়েল লাইফ প্রজেক্ট করতে যাচ্ছে তারাই খাইতেছে ধরা কারন তারা থিওরি ভালোভাবে জানলেও একটা প্রকেক্টের স্ট্রাকচার, ডিজাইন সিস্টেম, ফাইল ম্যানেজম্যান্ট, প্রোটোটাইপ, হ্যান্ডওভার এই জায়গাগুলাতে অনেক স্ট্রাগল করে।",7,4,5,Mixed
2319,Phoenix Education,,"February 28, 2026",Co founder is very impulsive. Explained the phone checking story,"The co founder which everyone is talking about is basically a University going student probably in his third year or something.
Quite naturally she doesn’t have any experience how a team lead should act when things go wrong which is very obvious for a company and she doesn’t know how to draw the line between professional and personal life.
One day two of the employees told each other about their frustration (about job) which was something like ""amake tw ajke pura dhuye dise"". Nothing more than that which we commonly use in many places. But the co founder took it very personally. She forgot that she can't check someone's private message let alone take screenshot(proof) of that and as I said she is an impulsive kid she got really angry and didn’t know how to properly handle that.
And lack if emotional control is what eveybody is complaining about.One day she shouted in a very very bad manner to a member of the graphics team and she often says "" kaj korte valo na lagle bolen, basay chole jan"".
Like many other places she/they try to micro manage as they want to ensure max output.They keep track of time spent on lunch/prayer/washroom.
This is the long story short.",5,0,0,Negative
2320,Phoenix Education,,"February 25, 2026",They treat Marketing and Sales team like Dogs,"Behind the nice image of the company, there is something very disturbing happening.
One of the co-founders, who is also the founder’s girlfriend, is in charge of the Marketing and Sales team. From the very first day, new employees are given hundreds of pieces of information at once. They are expected to remember everything perfectly, word by word. There is no proper training, no time to adjust, and no patience.
After that, they are told to reply to customer comments. If they make even a small mistake, she reacts very badly. She does not calmly explain the mistake. Instead, she yells, uses hurtful words, and speaks in a very disrespectful way. Her behavior makes people feel small and scared.
One employee was so stressed and afraid that she cried almost every day. Her hands would shake because she was so nervous. She was scared of making mistakes because she knew she would be shouted at. This kind of environment can seriously affect a person’s mental health.
What is even more shocking is that when another employee behaves in the same rude and aggressive way toward coworkers, the management praises that behavior. Instead of stopping the toxicity, they encourage it.
On top of that, the company is full of favoritism. The management team members are all friends with each other. Many of their brothers and sisters also work in the company. The company runs on strong nepotism. People are hired and protected because of personal relationships, not because of their skills or hard work.
There is no fairness. There is no safe place to complain. The people in power protect each other.
For employees, it feels like living in constant fear, afraid to make even the smallest mistake, knowing that it could lead to shouting, humiliation, and emotional pain.",4,0,2,Negative
2321,Phoenix Education,,"January 12, 2026",Employee der personal message check kore,"Professionalism এর জিকির করতে করতে মুখের ফ্যানা তুলে ফেলে অথচ এতটুকু কমনসেন্স নাই যে তারা একজন এমপ্লয়ীর পারসোনাল মেসেজ চেক করতে পারে না। **** (bitch বললে হয়তো bitch এর অপমান হবে) যে কিনা কো ফাউন্ডার সে শুধু যে মেসেজ চেক করেই ক্ষান্ত হইসে এমন না। মেসেজ এর স্ক্রিনশট পর্যন্ত নিসে, কেমন ছোটলোক এরা চিন্তা করেন, তারা যে এই কাজ করসে তা অফিসের সবাই জানে। তাই শুধু একজনকে ছোটলোক বললে সেটাও ভুল হবে।কিছুদিন আগে সফটওয়্যার ডেভেলপার  রোলের জন্য একজন ইন্টারভিউ দেয়, তার সাথে ফোনের লাউডস্পিকার অন করে চিল্লাচিল্লি করে, অফিসের অনেকে সেটা শোনে আর রিতিমত একটা গসিপ টপিকে পরিণত করে।
ক্যামেরা দিয়ে মনিটরিং করা হয় এমনকি কি কে কি কথা বলে সেটাও শোনা হয়, খাবার খাইতে, বাথ্রুম এ গেলে কতক্ষন থাকতেসে সেটার হিসাব রাখা হয়।
যারা জয়েন করবেন এগুলা জেনে জয়েন করলে ভালো হবে। আর যারা কোর্স কিনেন তাদের থেকে এগুলা জেনে, তাদের কাছে জবাবদিহিতা চেয়ে এরপর কিনবেন। ধন্যবাদ।",7,0,3,Negative
2325,Rtemis Ltd,,"May 20, 2025",Worst Company,"Don't join in this company, you can't work here more than 6 months. Without any reason S****a will terminate you.",1,0,0,Negative
2326,Rtemis Ltd,,"May 18, 2025",Laxmi Chit Fund Bangladesh Branch,"কোনো ইনভেস্টর যদি এখানে একবার টাকা ইনভেস্ট করেন তাহলে সুস্থ ভাবে টাকা রিটার্ন পাওয়ার আশা ছেড়ে দিতে হবে। আপনার যদি অনেক টাকা থাকে এবং টাকা ব্যাক পাওয়া নিয়ে কোনো চিন্তা বা আশা না থাকে তাহলে কেবল আপনার জন্য এটা যোগ্য স্থান। এবার আসি এমপ্লয়ী কালচার নিয়ে। আলহামদুলিল্লাহ, কলিগ নিয়ে কোনো দুশ্চিন্তা নেই। কিন্তু টপ ম্যানেজমেন্ট আপনার জীবন নষ্ট করে দিবে। একটা অর্গানাইজেশন চালানোর জন্য বিভিন্ন রোলে দায়ত্বশীল স্টাফ থাকে। কিন্তু এই অর্গানাইজেশনে সব সিদ্ধান্ত এক জায়গা থেকেই আসে। সিইও এবং সিটিও দুইজনে হাসবেন্ড ওয়াইফ। তাদের সৈরাচারী কার্যক্রম চলে এখানে। ফাইন্যান্স হেড হোল্ড করা এমপ্লয়ীর থেকে সিটিও যিনি কিনা নন ফাইন্যান্স পার্সন সে বেশি বোঝে দেখায়তে চায়। ভুল জিনিসকে সঠিক বলে গলার জোরে। এছাড়া সিইও এর তো মুখের ভাষা মাশআল্লাহ। যেন জন্মের সময় নিমপাতা খেয়েছিলো। এমপ্লয়ীর মার্ডার হওয়া মৃত বাবা কে নিয়ে গালি দেয় সকল এমপ্লয়ী আর আর গেস্টদের সামনে। পরে মিটিং কল করে আবার সবার সামনে সেই এমপ্লয়ীকে থাপ্পর মারতে চায়। লাঞ্চ করায় দেখে সেটা নিয়ে উঠতে বসতে খোটা দিবে আর এমপ্লয়ীদের বলবে নিমকহারামের দল।",2,0,0,Negative
2327,Rtemis Ltd,,"May 18, 2025",Worst Ever,"এক কথায় জঘন্য একটি company.  কাজের প্রেসার কম কিন্তু employee দের সাথে খুবই বাজে behaviour করা হয়ে থাকে। Salary হয় মাসের ২০ তারিখের পারে।  যেকোনো সময়ে Company বন্ধ হয়ে যেতে পারে তাই যারা প্রত্যক্ষ ও পরোক্ষভাবে এই ফালতু company'r জড়িত তারা সাবধান থাকবেন।
এখন থেকে কোনো Employee ভালোভাবে বের হতে পারেনি।",0,0,0,Negative
2331,Rank Wizards LLC,,"May 16, 2025",Fired and then told to finish working,"In 2023, I joined rank wizards as a content developer, was writing articles and they're usually not a lot of work, the managers were mostly nice except one who has a problem w everything, apparently he was leaving bd and everyone had to feel bad about it
Long story short, one day some of us were taken to the meeting room, the HR, Bidhu told us that were not good and we're fired
Then she told me, Vai apnera kalke thk ashbn na thikase, ajkr article gula ses Kore jayen
I'll never forget how inhumane it felt, I still pray that Allah makes them pay for it, oi ek mash er taka Ami ekhono painai kintu, shuor er company",2,0,0,Negative
2332,Rank Wizards LLC,,"May 15, 2025","No payment, just vibes, delusional dreams","vai please payment gula clear koren, ar koto apnader b*l*r alaap dekhbo? notun website redesign tao ugly and the positive vibe that you're trying to prove is embarrassing, please pay people in time and then do whatever you want",1,0,0,Negative
2333,Rank Wizards LLC,,"May 09, 2025",The Company is a sham.,"Still owes me 10k from 2023.
The CEO cared more about his social media presence than the employees.
Would buy Table tennis courts… Take employees to buffets...spend on his public image...etc. But won't pay salary on time. It got so worse, that there was a mass walkout of employees at one point.
The CEO still owes salary to many old employees. But has no problem hiring new employees regularly.",1,0,0,Negative
2337,Silicon Orchard Ltd,,"June 11, 2025",One day Eid vacation.,"We have getting only 1 day Eid vacation.
Just cool...
6 June Friday to 8 June Sunday where 7,8 June weekend (sat, sun).
Yeah...it is also good give WFH until 22 June.",0,0,0,Negative
